epoch,train_loss,val_loss,map_50,map_50_95,precision,recall,f1,lr,epoch_time_sec
1,0.7949806950682468,0.6524515351022246,0.1238897293806076,0.07553651183843613,0.36979690194129944,0.44490310549736023,0.40388802890584047,2.9999999999999997e-05,328.27846813201904
2,0.7156966062232724,0.6703025130894933,0.13827654719352722,0.08102420717477798,0.255306214094162,0.47668927907943726,0.332520449308788,0.00011999999999999998,339.9394233226776
3,0.6778512636915641,0.6245026027199125,0.17556406557559967,0.10647788643836975,0.40788590908050537,0.45532649755477905,0.4303025789619879,0.00020999999999999995,335.42214250564575
4,0.6602987820980207,0.5997923280853424,0.18674400448799133,0.11106479167938232,0.3962230384349823,0.4563327133655548,0.42415885141850984,0.0003,338.0141763687134
5,0.6271958329354509,0.6126707161973862,0.20864348113536835,0.12198729813098907,0.47446689009666443,0.46097680926322937,0.4676245791114364,0.00029983568327711385,339.82379508018494
6,0.5996489141629122,0.5988370586376991,0.22152894735336304,0.12713967263698578,0.2891562879085541,0.5307154655456543,0.3743505330103133,0.00029934309431227374,341.71755743026733
7,0.5827069942815268,0.5985728384804552,0.2229136973619461,0.12714612483978271,0.29613733291625977,0.5144869685173035,0.37590483879509723,0.00029852331592293026,337.7937090396881
8,0.5666940975588907,0.5761767921112749,0.23306319117546082,0.13508068025112152,0.34630081057548523,0.5401841998100281,0.4220403595384687,0.00029737815015989856,335.0181601047516
9,0.5494694596867921,0.5733634133952378,0.24814081192016602,0.1427643895149231,0.405681848526001,0.5423256754875183,0.46415598391759394,0.00029591011434605945,337.86535906791687
10,0.5369641874699275,0.5641351976316341,0.24649208784103394,0.1449006199836731,0.4066559970378876,0.5305864214897156,0.46042762465794335,0.0002941224355427375,337.2898533344269
11,0.5232865742749646,0.5714015756754109,0.26277852058410645,0.15067550539970398,0.42051011323928833,0.5346887111663818,0.4707753082092459,0.0002920190434559198,337.6529538631439
12,0.5118281210142985,0.5632950286686855,0.25721603631973267,0.1500559151172638,0.3639703392982483,0.5444670915603638,0.436287333217116,0.0002896045617979094,340.5762686729431
13,0.5016958961730688,0.5606819828496362,0.26507899165153503,0.15317478775978088,0.3517555594444275,0.5515879988670349,0.4295688906820296,0.000286884298123402,340.45689702033997
14,0.49112562402364496,0.5629157045461836,0.2623376250267029,0.15481247007846832,0.366300493478775,0.551459014415741,0.440201833652966,0.00028386423216232923,336.7765328884125
15,0.48074508058218046,0.561201562901048,0.2660830318927765,0.15750201046466827,0.39632388949394226,0.5462989211082458,0.4593805938170487,0.0002805510026751141,337.2213876247406
16,0.47216073139046855,0.5667235864339953,0.26605224609375,0.1570809781551361,0.39445167779922485,0.5466085076332092,0.458229231823622,0.000276951892859235,340.9371221065521
17,0.4640825775662628,0.5578427397965515,0.27391311526298523,0.15943779051303864,0.3991447389125824,0.5683324933052063,0.4689452466717647,0.0002730748143391769,336.7254981994629
18,0.45517647130776323,0.5643425462019704,0.2811463177204132,0.16117793321609497,0.37752220034599304,0.5860316157341003,0.4592165820987521,0.0002689282897749638,343.9085032939911
19,0.44827971535841893,0.5639309108692364,0.27354779839515686,0.15695999562740326,0.39953869581222534,0.5675842761993408,0.4689618343043525,0.00026452143412750205,342.21355414390564
20,0.4391392029301529,0.5655178673511004,0.2718387544155121,0.15522199869155884,0.37382614612579346,0.5761758685112,0.4534508371511751,0.0002598639346219185,337.95466923713684
21,0.4327569888405069,0.5605925541289531,0.28081846237182617,0.16562506556510925,0.39507725834846497,0.5673521161079407,0.4657960874827355,0.0002549660294529368,337.74119114875793
22,0.42286305537744345,0.5862557693337002,0.2717612385749817,0.158986434340477,0.3891288936138153,0.5554065108299255,0.45763180511468365,0.0002498384852791038,337.07605743408203
23,0.41744496222304545,0.5826425279633407,0.2781122028827667,0.16509054601192474,0.4417910575866699,0.5384039878845215,0.48533619572019004,0.00024449257355533725,336.39278960227966
24,0.4094686171060661,0.5979246044137182,0.2797587811946869,0.16287770867347717,0.3636012375354767,0.5827807784080505,0.4478103105748369,0.00023894004575582156,341.6283447742462
25,0.4027825401697598,0.5841782699971303,0.27755007147789,0.16316373646259308,0.4114375710487366,0.5592765808105469,0.474099192872364,0.00023319310754171726,336.5733332633972
26,0.3943925647039717,0.5861991787478872,0.28201737999916077,0.16567367315292358,0.4253315031528473,0.5627338290214539,0.48447894603477437,0.00022726439193046887,333.1352016925812
27,0.38889560667045037,0.592001653228798,0.28172844648361206,0.16401918232440948,0.41577592492103577,0.5710415840148926,0.4811940214116747,0.00022116693152569048,333.06289434432983
28,0.38261850322602486,0.5919541123248365,0.280537873506546,0.16368615627288818,0.41090115904808044,0.5733894109725952,0.47873337555105594,0.00021491412986867505,336.63518595695496
29,0.3780846938776366,0.585326699825534,0.2836891710758209,0.16645023226737976,0.40649181604385376,0.5706029534339905,0.474765474193092,0.00020851973197450128,334.20155024528503
30,0.3701059169519338,0.5921530070966178,0.2821982800960541,0.16488762199878693,0.4070391058921814,0.5755824446678162,0.47685614774336005,0.0002019977941175077,338.425719499588
31,0.3635284756154872,0.5939341192915492,0.2796292006969452,0.1642509251832962,0.43546655774116516,0.5656492710113525,0.49209358969591394,0.00019536265293255089,333.5871057510376
