epoch,train_loss,val_loss,map_50,map_50_95,precision,recall,f1,lr,epoch_time_sec
1,0.9408819120658195,0.7718529364337092,0.08433316648006439,0.04323030635714531,0.0,0.0,0.0,0.0003,330.3470838069916
2,0.7258137279594195,0.6820602801398955,0.14936073124408722,0.08521874994039536,0.0,0.0,0.0,0.00029982422587956133,324.68519401550293
3,0.6629355114749984,0.637988676627477,0.17954280972480774,0.10261940211057663,0.0,0.0,0.0,0.00029986273810716146,324.83944606781006
4,0.6259250652289067,0.6421340742836827,0.1840338259935379,0.10332334041595459,0.0,0.0,0.0,0.00029987990118588483,327.961852312088
5,0.5926714510425501,0.6162780475789222,0.2113376259803772,0.11663572490215302,0.0,0.0,0.0,0.00029987833561883443,326.20661640167236
6,0.569756131089662,0.6187363940736522,0.23281337320804596,0.13073690235614777,0.0,0.0,0.0,0.0002998879349821816,327.7702589035034
7,0.5527181509693414,0.5863288576188295,0.24450844526290894,0.13986533880233765,0.0,0.0,0.0,0.0002998870392522301,323.7614805698395
8,0.5359949798533884,0.5916408425655918,0.24918416142463684,0.1435689926147461,0.0,0.0,0.0,0.0002998985611414104,328.81121826171875
9,0.5238558716694416,0.5967814360839733,0.2403300702571869,0.1388537585735321,0.0,0.0,0.0,0.000299896715009397,325.0020499229431
10,0.5051917971580373,0.5905062025007994,0.25131547451019287,0.14483441412448883,0.0,0.0,0.0,0.00029989491259735607,325.6393904685974
11,0.49328031240788617,0.5944993044587149,0.2504286766052246,0.14181607961654663,0.0,0.0,0.0,0.0002998971107409791,325.04769110679626
12,0.48368229614789465,0.586352306863536,0.25711914896965027,0.13814710080623627,0.0,0.0,0.0,0.00029989571468967333,326.6577785015106
13,0.46999134195160364,0.5968839504580566,0.26486191153526306,0.14611247181892395,0.0,0.0,0.0,0.00029989855302841006,325.53390669822693
14,0.4618516106835402,0.5899515324744625,0.26501303911209106,0.1506340652704239,0.0,0.0,0.0,0.00029989487649492014,325.4402689933777
